"Sex","Age","Year","Principal","Low","High"
"F",109,2025,58873.39,56221.16,60726.01
"F",110,2025,61812.1,59049.4,63596.91
"F",111,2025,64670.36,61808.97,66365.03
"F",112,2025,67420.3,64485.79,69016.23
"F",113,2025,70040.97,67061.85,71539.06
"F",114,2025,72520.32,69514.36,73925.25
"F",115,2025,74850.17,71828.66,76170.25
"F",116,2025,77025.17,73998.83,78272.25
"F",117,2025,79044.09,76022.95,80233.35
"F",118,2025,80909.58,77902.97,82059.34
"F",119,2025,82623.07,79639.68,83754.65
"F",120,2025,84191.56,81232.79,85322.38
"F",121,2025,85631.16,82683.36,86766.84
"F",122,2025,86953.51,84000.25,88093.23
"F",123,2025,88164.37,85200.95,89307.42
"F",124,2025,89269.95,86298.02,90415.75
"F",125,2025,1e+05,1e+05,1e+05
"M",-1,2025,293.2671,275.7852,311.6634
"M",0,2025,64.01335,60.19706,68.02937
"M",1,2025,19.02691,17.89126,20.22218
"M",2,2025,11.44394,10.75908,12.16484
"M",3,2025,8.476141,7.967158,9.012006
"M",4,2025,7.182507,6.750066,7.637847
"M",5,2025,6.436134,6.048156,6.844681
"M",6,2025,5.843634,5.491328,6.214621
"M",7,2025,5.384889,5.060397,5.72658
"M",8,2025,5.054028,4.749658,5.374521
"M",9,2025,4.943251,4.645631,5.256632
"M",10,2025,5.20338,4.890001,5.533359
"M",11,2025,5.888044,5.533152,6.26175
"M",12,2025,7.026656,6.602686,7.473124
"M",13,2025,8.698471,8.173027,9.251829
"M",14,2025,11.00328,10.33791,11.70403
"M",15,2025,14.022,13.17339,14.91577
"M",16,2025,17.69056,16.6193,18.81885
"M",17,2025,21.83744,20.51463,23.23071
"M",18,2025,26.09063,24.51004,27.75541
"M",19,2025,29.79515,27.99043,31.69598
"M",20,2025,32.35721,30.39808,34.42063
"M",21,2025,33.69916,31.66001,35.8468
"M",22,2025,34.22787,32.15831,36.40746
"M",23,2025,34.49144,32.40779,36.68575
"M",24,2025,35.03869,32.92413,37.26545
"M",25,2025,36.25759,34.07182,38.55923
"M",26,2025,38.23934,35.93635,40.66429
"M",27,2025,40.94578,38.48207,43.53984
"M",28,2025,44.2926,41.63009,47.09584
"M",29,2025,48.09985,45.21163,51.14055
"M",30,2025,52.23073,49.09837,55.52826
"M",31,2025,56.83265,53.42984,60.4146
"M",32,2025,62.00955,58.30385,65.90995
"M",33,2025,67.79938,63.75527,72.05557
"M",34,2025,74.68002,70.23485,79.35783
"M",35,2025,82.75096,77.83617,87.92239
"M",36,2025,91.69813,86.26231,97.41724
"M",37,2025,101.4297,95.42664,107.7451
"M",38,2025,111.5736,104.9783,118.5117
"M",39,2025,121.7362,114.5455,129.3003
"M",40,2025,131.7267,123.9482,139.9089
"M",41,2025,141.4511,133.0973,150.2385
"M",42,2025,150.9239,142.006,160.3049
"M",43,2025,160.1446,150.6736,170.1078
"M",44,2025,169.1213,159.1077,179.6559
"M",45,2025,177.9955,167.4412,189.0997
"M",46,2025,187.3759,176.2483,199.0841
"M",47,2025,197.787,186.0236,210.165
"M",48,2025,209.9478,197.4449,223.1047
"M",49,2025,224.7806,211.3823,238.8802
"M",50,2025,243.3814,228.8692,258.6533
"M",51,2025,266.5427,250.6529,283.2642
"M",52,2025,293.3402,275.8605,311.7341
"M",53,2025,323.2568,304.0029,343.517
"M",54,2025,356.7699,335.5292,379.1199
"M",55,2025,393.3306,369.9204,417.9628
"M",56,2025,432.8484,407.0929,459.9476
"M",57,2025,476.2007,447.8751,506.003
"M",58,2025,523.3675,492.2505,556.1058
"M",59,2025,573.895,539.7913,609.774
"M",60,2025,627.4062,590.1381,666.6127
"M",61,2025,683.9226,643.3098,726.6461
"M",62,2025,744.0992,699.9217,790.571
"M",63,2025,808.817,760.7997,859.326
"M",64,2025,879.1452,826.9477,934.0495
"M",65,2025,957.0317,900.1981,1016.811
"M",66,2025,1045.104,983.0254,1110.398
"M",67,2025,1149.981,1083.526,1219.744
"M",68,2025,1267.234,1195.858,1342.027
"M",69,2025,1392.189,1313.787,1474.34
"M",70,2025,1524.339,1436.076,1616.996
"M",71,2025,1670.05,1570.946,1774.256
"M",72,2025,1836.29,1727.398,1950.779
"M",73,2025,2019.192,1899.542,2144.98
"M",74,2025,2221.473,2089.928,2359.751
"M",75,2025,2449.617,2304.659,2601.976
"M",76,2025,2712.56,2552.157,2881.127
"M",77,2025,3013.99,2835.919,3201.094
"M",78,2025,3357.438,3159.312,3565.571
"M",79,2025,3750.249,3529.297,3982.307
"M",80,2025,4199.761,3952.821,4459.043
"M",81,2025,4711.764,4435.395,5001.855
"M",82,2025,5290.842,4981.402,5615.531
"M",83,2025,5938.425,5592.244,6301.521
"M",84,2025,6658.899,6272.15,7064.366
"M",85,2025,7466.77,7034.917,7919.3
"M",86,2025,8365.229,7883.686,8869.552
"M",87,2025,9365.202,8828.972,9926.452
"M",88,2025,10483.34,9886.781,11107.31
"M",89,2025,11730.96,11068.11,12423.7
"M",90,2025,13124.76,12389.1,13892.91
"M",91,2025,14672.86,13857.86,15522.67
"M",92,2025,16386.73,15485.75,17323.59
"M",93,2025,18283.83,17289.86,19312.74
"M",94,2025,20370.12,19276.45,21495.17
"M",95,2025,22641.47,21442.28,23865.26
"M",96,2025,25080.68,23771.54,26403.72
"M",97,2025,27719.27,26295.11,29142.08
"M",98,2025,30496.87,28955.83,32016.17
"M",99,2025,33319.83,31664.7,34927.28
"M",100,2025,36204.47,34436.88,37891.06
"M",101,2025,39136.77,37257.39,40890.93
"M",102,2025,42093.19,40102.66,43905.02
"M",103,2025,45056.93,42956.11,46924.79
"M",104,2025,48014.09,45803.88,49936.73
"M",105,2025,50957.35,48638.62,52922.77
"M",106,2025,53877.1,51450.7,55865.62
"M",107,2025,56760.17,54227.03,58749.23
"M",108,2025,59594.08,56955.21,61558.27
"M",109,2025,62366.41,59623.82,64278.72
"M",110,2025,65065.01,62222.84,66898.18
"M",111,2025,67673.04,64742.7,69406
"M",112,2025,70168.11,67174.82,71793.85
"M",113,2025,72534.64,69506.3,74055.71
"M",114,2025,74765.79,71719.13,76188.28
"M",115,2025,76858.45,73803.63,78191.89
"M",116,2025,78811.8,75758.42,80069.04
"M",117,2025,80625.63,77582.72,81822.63
"M",118,2025,82300.61,79276.65,83456.32
"M",119,2025,83837.56,80840.46,84973.75
"M",120,2025,85244,82274.46,86378.42
"M",121,2025,86536.16,83579.94,87674.65
"M",122,2025,87725.48,84765.63,88867.37
"M",123,2025,88817.21,85848.67,89961.93
"M",124,2025,89816.89,86841.02,90963.96
"M",125,2025,1e+05,1e+05,1e+05
"F",-1,2026,230.608,215.3596,246.7712
"F",0,2026,51.12494,47.74438,54.70838
"F",1,2026,16.48191,15.39163,17.63774
"F",2,2026,10.2991,9.616863,11.02241
"F",3,2026,7.694564,7.183862,8.236078
"F",4,2026,6.490708,6.05927,6.948215
"F",5,2026,5.790084,5.404992,6.198458
"F",6,2026,5.289688,4.937915,5.662727
"F",7,2026,4.955406,4.626023,5.304691
"F",8,2026,4.766717,4.45005,5.102506
"F",9,2026,4.748944,4.433561,5.083367
"F",10,2026,4.934406,4.606699,5.281898
"F",11,2026,5.360303,5.004212,5.737898
"F",12,2026,6.109565,5.703548,6.54011
"F",13,2026,7.160275,6.684282,7.665032
"F",14,2026,8.436085,7.875211,9.030855
"F",15,2026,9.79729,9.146006,10.48793
"F",16,2026,11.14635,10.40566,11.93179
"F",17,2026,12.5189,11.68745,13.40054
"F",18,2026,13.95995,13.03341,14.94239
"F",19,2026,15.24543,14.2343,16.31752
"F",20,2026,16.07372,15.00845,17.20315
"F",21,2026,16.5541,15.45788,17.7163
"F",22,2026,16.93753,15.81691,18.12555
"F",23,2026,17.38752,16.23825,18.60584
"F",24,2026,18.14449,16.94627,19.41465
"F",25,2026,19.39831,18.11836,20.75502
"F",26,2026,21.1261,19.73346,22.60219
"F",27,2026,23.25947,21.7276,24.88303
"F",28,2026,25.71022,24.01839,27.50324
"F",29,2026,28.35076,26.48651,30.32642
"F",30,2026,31.02425,28.98521,33.18509
"F",31,2026,33.70272,31.48821,36.04948
"F",32,2026,36.45321,34.05809,38.99135
"F",33,2026,39.40044,36.81154,42.14394
"F",34,2026,42.69695,39.89125,45.67022
"F",35,2026,46.52693,43.46954,49.7669
"F",36,2026,50.99185,47.64136,54.54239
"F",37,2026,55.99964,52.32051,59.89843
"F",38,2026,61.40888,57.37443,65.68419
"F",39,2026,67.05446,62.64839,71.72361
"F",40,2026,73.03713,68.23676,78.12417
"F",41,2026,79.11377,73.91143,84.62692
"F",42,2026,85.04371,79.4465,90.97562
"F",43,2026,91.22476,85.21469,97.59455
"F",44,2026,98.05365,91.58792,104.9067
"F",45,2026,105.9235,98.93395,113.3319
"F",46,2026,115.2161,107.6103,123.2779
"F",47,2026,126.0093,117.6897,134.8278
"F",48,2026,138.3734,129.238,148.0566
"F",49,2026,152.6233,142.551,163.2992
"F",50,2026,168.7926,157.6608,180.5911
"F",51,2026,185.5723,173.3412,198.5351
"F",52,2026,203.5913,190.1785,217.8062
"F",53,2026,224.1285,209.3687,239.7705
"F",54,2026,247.2019,230.9289,264.4469
"F",55,2026,272.3931,254.4663,291.3902
"F",56,2026,298.8786,279.213,319.718
"F",57,2026,327.2958,305.7694,350.1064
"F",58,2026,358.1411,334.597,383.0889
"F",59,2026,391.279,365.5659,418.5242
"F",60,2026,426.7808,398.742,456.4894
"F",61,2026,464.7732,434.2426,497.1208
"F",62,2026,505.6407,472.428,540.8293
"F",63,2026,549.9139,513.7937,588.1819
"F",64,2026,598.361,559.0578,640.0001
"F",65,2026,652.2812,609.4346,697.6729
"F",66,2026,712.7892,665.9669,762.3913
"F",67,2026,786.8688,737.7534,838.7186
"F",68,2026,869.547,817.824,923.9599
"F",69,2026,956.0785,899.2092,1015.903
"F",70,2026,1044.412,978.931,1113.552
"F",71,2026,1142.595,1067.579,1222.047
"F",72,2026,1261.486,1178.683,1349.179
"F",73,2026,1395.808,1304.212,1492.808
"F",74,2026,1547.654,1446.123,1655.167
"F",75,2026,1721.067,1608.19,1840.582
"F",76,2026,1921.071,1795.117,2054.42
"F",77,2026,2153.442,2012.317,2302.831
"F",78,2026,2421.982,2263.379,2589.847
"F",79,2026,2731.579,2552.892,2920.664
"F",80,2026,3088.16,2886.437,3301.573
"F",81,2026,3494.174,3266.355,3735.131
"F",82,2026,3955.809,3698.48,4227.892
"F",83,2026,4484.174,4193.251,4791.667
"F",84,2026,5088.53,4759.419,5436.244
"F",85,2026,5777.126,5404.813,6170.298
"F",86,2026,6558.396,6137.446,7002.691
"F",87,2026,7442.256,6966.77,7943.808
"F",88,2026,8441.674,7905.191,9007.174
"F",89,2026,9573.298,8968.631,10210.16
"F",90,2026,10847.53,10167.18,11563.46
"F",91,2026,12273.49,11509.8,13075.99
"F",92,2026,13861.75,13006.9,14757.68
"F",93,2026,15609.24,14656.14,16603.95
"F",94,2026,17501.24,16444.21,18598.07
"F",95,2026,19510.69,18346.04,20710.37
"F",96,2026,21602.39,20328.67,22902.85
"F",97,2026,23763.45,22380.08,25161.29
"F",98,2026,25993.82,24500.37,27485.01
"F",99,2026,28298.76,26694.85,29878.78
"F",100,2026,30702.72,28986.49,32366.74
"F",101,2026,33217.17,31385.24,34958.53
"F",102,2026,36604.78,34621.3,38442.42
"F",103,2026,40225.48,38082.95,42154.11
"F",104,2026,43277.96,41002.86,45270.45
"F",105,2026,46360.72,43953.28,48414.32
"F",106,2026,49438.25,46900.1,51537.71
"F",107,2026,52493.32,49826.53,54615.01
"F",108,2026,55529.41,52735.44,57647.26
"F",109,2026,58527.66,55609.3,60613.54
"F",110,2026,61469.69,58432.03,63494.77
"F",111,2026,64338.91,61188.37,66274.12
"F",112,2026,67114.25,63864.14,68937.34
"F",113,2026,69768.97,66447.41,71472.86
"F",114,2026,72283.97,68921.82,73871.93
"F",115,2026,74649.67,71265.7,76128.84
"F",116,2026,76860.18,73465.97,78241.41
"F",117,2026,78912.27,75518.66,80209.95
"F",118,2026,80806.46,77423.51,82038.28
"F",119,2026,82546.69,79183.71,83733.45
"F",120,2026,84135.67,80801.24,85301.08
"F",121,2026,85582.18,82277.01,86745.45
"F",122,2026,86904.35,83613.03,88071.77
"F",123,2026,88115.05,84819.43,89285.9
"F",124,2026,89220.5,85915.27,90394.18
"F",125,2026,1e+05,1e+05,1e+05
"M",-1,2026,288.1688,269.1252,308.3536
"M",0,2026,62.90705,58.74939,67.314
"M",1,2026,18.6984,17.46118,20.01002
"M",2,2026,11.22848,10.48364,12.01822
"M",3,2026,8.299357,7.747026,8.885102
"M",4,2026,7.02144,6.552976,7.518316
"M",5,2026,6.28714,5.867177,6.732603
"M",6,2026,5.707922,5.326603,6.112398
"M",7,2026,5.261378,4.910052,5.634029
"M",8,2026,4.939924,4.610253,5.289594
"M",9,2026,4.832429,4.510014,5.174399
"M",10,2026,5.085764,4.746346,5.445773
"M",11,2026,5.752197,5.368015,6.159705
"M",12,2026,6.86009,6.401447,7.346606
"M",13,2026,8.48633,7.918342,9.088875
"M",14,2026,10.72804,10.0093,11.49056
"M",15,2026,13.66425,12.74807,14.63628
"M",16,2026,17.23293,16.07682,18.45954
"M",17,2026,21.26795,19.84069,22.78227
"M",18,2026,25.40858,23.70331,27.21788
"M",19,2026,29.0188,27.07153,31.08483
"M",20,2026,31.52144,29.40704,33.76474
"M",21,2026,32.84055,30.63892,35.17631
"M",22,2026,33.37122,31.13565,35.74289
"M",23,2026,33.64631,31.39423,36.03539
"M",24,2026,34.20115,31.91415,36.62714
"M",25,2026,35.4138,33.04814,37.92308
"M",26,2026,37.37139,34.87729,40.01676
"M",27,2026,40.03849,37.36875,42.87001
"M",28,2026,43.33625,40.44929,46.39798
"M",29,2026,47.09208,43.95819,50.41548
"M",30,2026,51.17451,47.77299,54.78148
"M",31,2026,55.73778,52.03871,59.65994
"M",32,2026,60.8848,56.8515,65.16088
"M",33,2026,66.64474,62.23779,71.31648
"M",34,2026,73.50112,68.65054,78.64253
"M",35,2026,81.55203,76.18142,87.24397
"M",36,2026,90.47278,84.52554,96.77516
"M",37,2026,100.1699,93.59531,107.1365
"M",38,2026,110.2671,103.0383,117.9264
"M",39,2026,120.3628,112.4778,128.717
"M",40,2026,130.2608,121.7298,139.2991
"M",41,2026,139.8615,130.7006,149.5673
"M",42,2026,149.176,139.4001,159.5336
"M",43,2026,158.2016,147.8257,169.1955
"M",44,2026,166.945,155.9833,178.5602
"M",45,2026,175.5453,164.003,187.7767
"M",46,2026,184.6179,172.4612,197.5013
"M",47,2026,194.6925,181.8541,208.2994
"M",48,2026,206.492,192.8586,220.9424
"M",49,2026,220.9499,206.3494,236.4261
"M",50,2026,239.1694,223.3596,255.9275
"M",51,2026,261.9461,244.6342,280.296
"M",52,2026,288.3364,269.2885,308.5257
"M",53,2026,317.8,296.8145,340.0421
"M",54,2026,350.8075,327.6523,375.3484
"M",55,2026,386.7884,361.2657,413.8376
"M",56,2026,425.6503,397.5704,455.4089
"M",57,2026,468.2834,437.4008,501.011
"M",58,2026,514.6681,480.7409,550.6209
"M",59,2026,564.3581,527.1731,603.7614
"M",60,2026,616.9829,576.3465,660.0415
"M",61,2026,672.5636,628.2796,719.4853
"M",62,2026,731.7446,683.5734,782.7829
"M",63,2026,795.3922,743.035,850.8635
"M",64,2026,864.5583,807.6449,924.8547
"M",65,2026,941.1589,879.1933,1006.805
"M",66,2026,1027.778,960.0976,1099.477
"M",67,2026,1135.997,1064.901,1211.049
"M",68,2026,1256.94,1181.964,1335.813
"M",69,2026,1380.998,1298.636,1467.635
"M",70,2026,1506.043,1411.411,1605.955
"M",71,2026,1644.02,1535.891,1758.53
"M",72,2026,1807.776,1688.96,1933.592
"M",73,2026,1987.582,1857.041,2125.799
"M",74,2026,2185.978,2042.501,2337.872
"M",75,2026,2409.162,2251.134,2576.439
"M",76,2026,2665.821,2491.073,2850.769
"M",77,2026,2959.637,2765.785,3164.768
"M",78,2026,3294.308,3078.776,3522.333
"M",79,2026,3677.468,3437.231,3931.566
"M",80,2026,4116.902,3848.475,4400.731
"M",81,2026,4618.878,4318.439,4936.447
"M",82,2026,5188.145,4851.636,5543.701
"M",83,2026,5825.847,5449.195,6223.645
"M",84,2026,6535.592,6114.588,6980.014
"M",85,2026,7330.535,6860.255,7826.705
"M",86,2026,8212.694,7688.214,8765.715
"M",87,2026,9189.713,8605.809,9804.98
"M",88,2026,10274.47,9625.383,10957.92
"M",89,2026,11480.31,10759.8,12238.32
"M",90,2026,12827.34,12028.3,13667.17
"M",91,2026,14324.42,13439.67,15252.99
"M",92,2026,15983.89,15006.06,17007.42
"M",93,2026,17826.56,16747.65,18951.08
"M",94,2026,19864.24,18676.29,21095.15
"M",95,2026,22098.08,20793.88,23439.4
"M",96,2026,24515.74,23089.47,25969.38
"M",97,2026,27148.67,25593.81,28716.52
"M",98,2026,29932.64,28246.52,31612.11
"M",99,2026,32772.65,30957.93,34555.38
"M",100,2026,35684.04,33742.26,37560.92
"M",101,2026,38651.28,36583.24,40610.45
"M",102,2026,41644.56,39451.4,43670.63
"M",103,2026,44640.24,42323.64,46719.99
"M",104,2026,47621.76,45183.54,49751.48
"M",105,2026,50579.55,48021.54,52756.01
"M",106,2026,53508,50831.91,55716.13
"M",107,2026,56399.02,53606.47,58615.61
"M",108,2026,59240.58,56333.28,61439.54
"M",109,2026,62020.54,59001.23,64174.22
"M",110,2026,64727.01,61600.49,66807.48
"M",111,2026,67349.56,64121.73,69328.94
"M",112,2026,69872.58,66556.16,71730.1
"M",113,2026,72274.49,68896.98,74004.79
"M",114,2026,74541.04,71132.49,76149.05
"M",115,2026,76667.23,73245.26,78161.49
"M",116,2026,78651.5,75226.45,80044.06
"M",117,2026,80494.4,77075.97,81800.58
"M",118,2026,82196.93,78794.17,83435.15
"M",119,2026,83760.85,80382.19,84952.47
"M",120,2026,85187.91,81841.18,86357.05
"M",121,2026,86487.05,83172.29,87653.21
"M",122,2026,87676.22,84377.45,88845.87
"M",123,2026,88767.82,85466.41,89940.38
"M",124,2026,89767.39,86457.69,90942.36
"M",125,2026,1e+05,1e+05,1e+05
"F",-1,2027,226.6816,210.1285,244.3621
"F",0,2027,50.26077,46.59049,54.18113
"F",1,2027,16.20811,15.02404,17.473
"F",2,2027,10.12005,9.37976,10.91095
"F",3,2027,7.552319,6.998827,8.143719
"F",4,2027,6.365297,5.898139,6.864495
"F",5,2027,5.676309,5.259485,6.121738
"F",6,2027,5.186076,4.80529,5.592991
"F",7,2027,4.859709,4.503052,5.240828
"F",8,2027,4.676151,4.333146,5.04267
"F",9,2027,4.659587,4.317903,5.024687
"F",10,2027,4.841493,4.486461,5.220855
"F",11,2027,5.258528,4.872814,5.670683
"F",12,2027,5.992258,5.552568,6.4621
"F",13,2027,7.021491,6.506123,7.572209
"F",14,2027,8.271964,7.664743,8.92084
"F",15,2027,9.607409,8.90225,10.36094
"F",16,2027,10.9326,10.13046,11.78975
"F",17,2027,12.28263,11.3819,13.24508
"F",18,2027,13.70168,12.69752,14.77461
"F",19,2027,14.96955,13.87322,16.1409
"F",20,2027,15.78968,14.63412,17.02426
"F",21,2027,16.26909,15.07936,17.54012
"F",22,2027,16.65436,15.43747,17.95433
"F",23,2027,17.10649,15.85774,18.44042
"F",24,2027,17.86046,16.55779,19.25191
"F",25,2027,19.10389,17.71164,20.59094
"F",26,2027,20.81668,19.30097,22.43551
"F",27,2027,22.9309,21.26272,24.71248
"F",28,2027,25.35938,23.51603,27.32793
"F",29,2027,27.97537,25.94326,30.14539
"F",30,2027,30.62197,28.39866,32.9961
"F",31,2027,33.27046,30.85545,35.84924
"F",32,2027,35.98643,33.37439,38.77558
"F",33,2027,38.8944,36.07115,41.90909
"F",34,2027,42.14642,39.08691,45.41342
"F",35,2027,45.92646,42.59254,49.48647
"F",36,2027,50.33584,46.68215,54.23726
"F",37,2027,55.28187,51.26958,59.56617
"F",38,2027,60.6214,56.22163,65.31942
"F",39,2027,66.18734,61.38287,71.31753
"F",40,2027,72.08113,66.84762,77.66954
"F",41,2027,78.05456,72.38466,84.10911
"F",42,2027,83.86084,77.76404,90.37159
"F",43,2027,89.90206,83.35979,96.88893
"F",44,2027,96.58022,89.54599,104.0929
"F",45,2027,104.2877,96.68707,112.4055
"F",46,2027,113.4076,105.1391,122.2389
"F",47,2027,124.0157,114.9724,133.6747
"F",48,2027,136.1846,126.2545,146.7906
"F",49,2027,150.2364,139.2858,161.9321
"F",50,2027,166.2103,154.1031,179.1405
"F",51,2027,182.789,169.482,197.0001
"F",52,2027,200.5787,185.9827,216.1657
"F",53,2027,220.8519,204.7869,238.007
"F",54,2027,243.6273,225.9123,262.5439
"F",55,2027,268.4751,248.958,289.3153
"F",56,2027,294.5802,273.1697,317.4418
"F",57,2027,322.5894,299.1522,347.6142
"F",58,2027,352.9919,327.357,380.3623
"F",59,2027,385.6543,357.6571,415.5459
"F",60,2027,420.6469,390.1168,453.2416
"F",61,2027,458.0944,424.8512,493.5847
"F",62,2027,498.3763,462.2127,536.9831
"F",63,2027,542.0152,502.6864,584
"F",64,2027,589.7685,546.9747,635.451
"F",65,2027,642.9171,596.2661,692.7153
"F",66,2027,702.5596,651.581,756.9757
"F",67,2027,775.5804,721.8228,832.7632
"F",68,2027,857.131,800.2217,917.4584
"F",69,2027,942.6736,880.0901,1009.013
"F",70,2027,1030.18,958.5045,1106.436
"F",71,2027,1127.388,1045.645,1214.621
"F",72,2027,1244.861,1154.624,1341.152
"F",73,2027,1377.328,1277.516,1483.828
"F",74,2027,1526.825,1416.211,1644.84
"F",75,2027,1697.346,1574.412,1828.492
"F",76,2027,1893.832,1756.71,2040.097
"F",77,2027,2121.967,1968.398,2285.753
"F",78,2027,2385.524,2213.007,2569.487
"F",79,2027,2689.382,2495.091,2896.52
"F",80,2027,3039.382,2820.108,3273.097
"F",81,2027,3438.076,3190.485,3701.897
"F",82,2027,3891.836,3612.188,4189.713
"F",83,2027,4411.629,4095.45,4748.284
"F",84,2027,5006.35,4648.626,5387.07
"F",85,2027,5683.821,5279.096,6114.344
"F",86,2027,6452.049,5994.422,6938.562
"F",87,2027,7320.143,6803.239,7869.309
"F",88,2027,8297.823,7714.825,8916.748
"F",89,2027,9398.188,8741.664,10094.58
"F",90,2027,10633.63,9895.663,11415.66
"F",91,2027,12016.1,11188.39,12891.98
"F",92,2027,13556.55,12630.55,14533.93
"F",93,2027,15253.3,14221.15,16338.35
"F",94,2027,17095.37,15950.54,18292.34
"F",95,2027,19062.03,17799.84,20372.66
"F",96,2027,21123.84,19741.83,22547.08
"F",97,2027,23271.75,21768.28,24805.18
"F",98,2027,25504.75,23878.48,27145.18
"F",99,2027,27822.18,26072.18,29565.52
"F",100,2027,30245.31,28369.28,32087.04
"F",101,2027,32785.41,30779.59,34719.16
"F",102,2027,36197.07,34022,38245.26
"F",103,2027,39839.5,37487.4,41991.94
"F",104,2027,42911.2,40412.14,45125.78
"F",105,2027,46003.69,43358.79,48275.05
"F",106,2027,49081.46,46293.36,51403.47
"F",107,2027,52132.82,49204.47,54486.65
"F",108,2027,55166.95,52100.44,57525.91
"F",109,2027,58164.97,54963.75,60500.25
"F",110,2027,61108.42,57778.3,63390.49
"F",111,2027,63980.65,60528.78,66179.72
"F",112,2027,66767.11,63200.92,68853.56
"F",113,2027,69448.41,65782.65,71400.35
"F",114,2027,71999.09,68264.26,73811.22
"F",115,2027,74401.93,70631.08,76080.04
"F",116,2027,76649.78,72862.53,78203.58
"F",117,2027,78738.87,74946.96,80181.82
"F",118,2027,80667.91,76882.22,82016.96
"F",119,2027,82438.9,78669.47,83714.27
"F",120,2027,84056.87,80312.88,85281.8
"F",121,2027,85525.54,81815.42,86726.1
"F",122,2027,86855.18,83178.95,88052.35
"F",123,2027,88065.73,84406.22,89266.43
"F",124,2027,89171.06,85508.4,90374.67
"F",125,2027,1e+05,1e+05,1e+05
"M",-1,2027,283.3072,262.6305,305.3907
"M",0,2027,61.85156,57.33694,66.67352
"M",1,2027,18.38493,17.04151,19.82008
"M",2,2027,11.02438,10.21686,11.88717
"M",3,2027,8.133263,7.535659,8.771902
"M",4,2027,6.870954,6.364884,7.411858
"M",5,2027,6.148266,5.694919,6.632854
"M",6,2027,5.581459,5.169859,6.021428
"M",7,2027,5.146176,4.766841,5.551642
"M",8,2027,4.833369,4.477288,5.213966
"M",9,2027,4.728883,4.380584,5.101157
"M",10,2027,4.975938,4.609339,5.367779
"M",11,2027,5.625546,5.210791,6.068878
"M",12,2027,6.705115,6.210288,7.234069
"M",13,2027,8.28937,7.676989,8.94403
"M",14,2027,10.47298,9.698551,11.30094
"M",15,2027,13.33321,12.34653,14.38812
"M",16,2027,16.80989,15.56527,18.14063
"M",17,2027,20.74181,19.2056,22.38435
"M",18,2027,24.77856,22.94323,26.74093
"M",19,2027,28.3015,26.20554,30.54251
"M",20,2027,30.74875,28.47237,33.1826
"M",21,2027,32.04594,29.67483,34.58099
"M",22,2027,32.57738,30.16862,35.15255
"M",23,2027,32.86194,30.43411,35.45736
"M",24,2027,33.42239,30.95544,36.05948
"M",25,2027,34.62764,32.07423,37.35699
"M",26,2027,36.56119,33.8676,39.44019
"M",27,2027,39.19002,36.30518,42.27327
"M",28,2027,42.44011,39.31879,45.77591
"M",29,2027,46.14556,42.7551,49.76874
"M",30,2027,50.17971,46.49703,54.11487
"M",31,2027,54.70257,50.69391,58.98565
"M",32,2027,59.81606,55.4403,64.49082
"M",33,2027,65.54172,60.75531,70.65462
"M",34,2027,72.36736,67.09262,78.00119
"M",35,2027,80.38984,74.54207,86.63488
"M",36,2027,89.2756,82.79274,96.19806
"M",37,2027,98.92979,91.75641,106.5889
"M",38,2027,108.9729,101.0801,117.3995
"M",39,2027,118.9968,110.3839,128.1916
"M",40,2027,128.8004,119.4806,138.7499
"M",41,2027,138.2798,128.2728,148.9627
"M",42,2027,147.4425,136.7673,158.8391
"M",43,2027,156.2843,144.9601,168.3745
"M",44,2027,164.8107,152.8559,177.5749
"M",45,2027,173.1585,160.5816,186.588
"M",46,2027,181.9485,168.7145,196.0807
"M",47,2027,191.7142,177.751,206.6265
"M",48,2027,203.1809,188.365,219.0049
"M",49,2027,217.2908,201.4331,234.2283
"M",50,2027,235.1514,217.9847,253.4872
"M",51,2027,257.5597,238.7609,277.6384
"M",52,2027,283.5571,262.8692,305.6526
"M",53,2027,312.5834,289.787,336.9298
"M",54,2027,345.1027,319.9449,371.9698
"M",55,2027,380.5262,352.794,410.1417
"M",56,2027,418.7603,388.249,451.3427
"M",57,2027,460.7049,427.1476,496.5386
"M",58,2027,506.3409,469.4741,545.7069
"M",59,2027,555.2292,514.8211,598.3746
"M",60,2027,607.0053,562.8456,654.1543
"M",61,2027,661.6903,613.566,713.0698
"M",62,2027,719.918,667.5694,775.8052
"M",63,2027,782.5411,725.644,843.2816
"M",64,2027,850.5947,788.7479,916.6166
"M",65,2027,925.964,858.6297,997.8411
"M",66,2027,1011.192,937.651,1089.692
"M",67,2027,1117.675,1040.017,1200.278
"M",68,2027,1236.737,1154.415,1324
"M",69,2027,1358.979,1268.541,1454.839
"M",70,2027,1482.353,1379.008,1592.291
"M",71,2027,1618.63,1501.076,1744.062
"M",72,2027,1780.254,1651.054,1918.097
"M",73,2027,1957.431,1815.473,2108.868
"M",74,2027,2152.57,1996.562,2318.974
"M",75,2027,2371.644,2199.862,2554.847
"M",76,2027,2623.02,2433.15,2825.482
"M",77,2027,2910.217,2699.717,3134.634
"M",78,2027,3236.924,3003.036,3486.22
"M",79,2027,3610.876,3350.337,3888.504
"M",80,2027,4040.135,3749.156,4350.101
"M",81,2027,4531.444,4205.827,4878.179
"M",82,2027,5090.056,4725.309,5478.293
"M",83,2027,5717.351,5308.95,6151.845
