"GSS.Code","Sex","Age","Year","Births"
"E06000020","F",18,2013,52.046
"E06000020","F",19,2013,72.758
"E06000020","F",20,2013,85.647
"E06000020","F",21,2013,97.723
"E06000020","F",22,2013,103.079
"E06000020","F",23,2013,115.133
"E06000020","F",24,2013,132.279
"E06000020","F",25,2013,131.676
"E06000020","F",26,2013,124.064
"E06000020","F",27,2013,135.308
"E06000020","F",28,2013,125.485
"E06000020","F",29,2013,132.876
"E06000020","F",30,2013,119.88
"E06000020","F",31,2013,119.906
"E06000020","F",32,2013,101.042
"E06000020","F",33,2013,102.66
"E06000020","F",34,2013,93.984
"E06000020","F",35,2013,68.99
"E06000020","F",36,2013,55.823
"E06000020","F",37,2013,51.714
"E06000020","F",38,2013,42.853
"E06000020","F",39,2013,31.324
"E06000020","F",40,2013,19.681
"E06000020","F",41,2013,11.826
"E06000020","F",42,2013,12.665
"E06000020","F",43,2013,5.341
"E06000020","F",44,2013,3.643
"E06000021","F",15,2013,5.657
"E06000021","F",16,2013,15.828
"E06000021","F",17,2013,48.685
"E06000021","F",18,2013,80.948
"E06000021","F",19,2013,113.209
"E06000021","F",20,2013,158.185
"E06000021","F",21,2013,173.035
"E06000021","F",22,2013,223.814
"E06000021","F",23,2013,226.321
"E06000021","F",24,2013,236.923
"E06000021","F",25,2013,244.926
"E06000021","F",26,2013,227.878
"E06000021","F",27,2013,241.977
"E06000021","F",28,2013,237.269
"E06000021","F",29,2013,222.776
"E06000021","F",30,2013,207.67
"E06000021","F",31,2013,202.579
"E06000021","F",32,2013,173.678
"E06000021","F",33,2013,157.506
"E06000021","F",34,2013,119.871
"E06000021","F",35,2013,96.424
"E06000021","F",36,2013,76.316
"E06000021","F",37,2013,63.461
"E06000021","F",38,2013,51.381
"E06000021","F",39,2013,42.23
"E06000021","F",40,2013,32.619
"E06000021","F",41,2013,19.453
"E06000021","F",42,2013,14.184
"E06000021","F",43,2013,6.269
"E06000021","F",44,2013,3.192
"E06000022","F",15,2013,1.26
"E06000022","F",16,2013,3.293
"E06000022","F",17,2013,8.076
"E06000022","F",18,2013,19.661
"E06000022","F",19,2013,24.959
"E06000022","F",20,2013,38.198
"E06000022","F",21,2013,55.408
"E06000022","F",22,2013,48.637
"E06000022","F",23,2013,66.098
"E06000022","F",24,2013,77.654
"E06000022","F",25,2013,65.488
"E06000022","F",26,2013,76.042
"E06000022","F",27,2013,81.645
"E06000022","F",28,2013,87.566
"E06000022","F",29,2013,103.869
"E06000022","F",30,2013,108.54
"E06000022","F",31,2013,128.671
"E06000022","F",32,2013,117.901
"E06000022","F",33,2013,124.455
"E06000022","F",34,2013,106.673
"E06000022","F",35,2013,94.831
"E06000022","F",36,2013,84.911
"E06000022","F",37,2013,75.862
"E06000022","F",38,2013,61.596
"E06000022","F",39,2013,49.825
"E06000022","F",40,2013,35.895
"E06000022","F",41,2013,28.751
"E06000022","F",42,2013,15.027
"E06000022","F",43,2013,7.397
"E06000022","F",44,2013,6.717
"E06000023","F",15,2013,7.768
"E06000023","F",16,2013,17.746
"E06000023","F",17,2013,43.592
"E06000023","F",18,2013,75.838
"E06000023","F",19,2013,99.275
"E06000023","F",20,2013,121.681
"E06000023","F",21,2013,185.04
"E06000023","F",22,2013,216.782
"E06000023","F",23,2013,245.872
"E06000023","F",24,2013,267.65
"E06000023","F",25,2013,295.071
"E06000023","F",26,2013,296.78
"E06000023","F",27,2013,324.477
"E06000023","F",28,2013,365.32
"E06000023","F",29,2013,399.628
"E06000023","F",30,2013,435.648
"E06000023","F",31,2013,469.04
"E06000023","F",32,2013,477.409
"E06000023","F",33,2013,436.87
"E06000023","F",34,2013,405.4
"E06000023","F",35,2013,324.836
"E06000023","F",36,2013,271.315
"E06000023","F",37,2013,227.466
"E06000023","F",38,2013,188.331
"E06000023","F",39,2013,136.926
"E06000023","F",40,2013,95.694
"E06000023","F",41,2013,76.079
"E06000023","F",42,2013,43.602
"E06000023","F",43,2013,24.278
"E06000023","F",44,2013,12.482
"E06000024","F",15,2013,1.787
"E06000024","F",16,2013,5.103
"E06000024","F",17,2013,19.268
"E06000024","F",18,2013,29.766
"E06000024","F",19,2013,42.588
"E06000024","F",20,2013,50.03
"E06000024","F",21,2013,59.164
"E06000024","F",22,2013,68.772
"E06000024","F",23,2013,81.423
"E06000024","F",24,2013,90.677
"E06000024","F",25,2013,109.757
"E06000024","F",26,2013,112.567
"E06000024","F",27,2013,118.693
"E06000024","F",28,2013,135.67
"E06000024","F",29,2013,143.387
"E06000024","F",30,2013,146.691
"E06000024","F",31,2013,155.193
